,Round,Seed,Opp_1,Opp_2,Opp_3,Opp_4,Opp_5,Opp_6,Final Rd,Team,Conf,W,AdjO,AdjD,AdjT,Luck,OppO,OppD,Non-Conf SOS,Year
857,3,2,Cal State Fullerton,Butler,Texas Tech,,,,Upset,Purdue,B10,30.0,122.7,96.4,67.2,0.006,109.1,100.1,0.69,2018
858,4,3,Old Dominion,Villanova,Tennessee,Virginia,,,No Upset,Purdue,B10,26.0,122.5,95.6,65.9,-0.015,110.3,97.1,4.09,2019
859,1,4,North Texas,,,,,,Upset,Purdue,B10,18.0,113.3,92.9,66.1,0.01,111.2,94.6,5.71,2021
860,3,3,Yale,Texas,Saint Peter's,,,,Upset,Purdue,B10,29.0,121.0,98.6,66.1,0.022,108.0,99.2,-3.54,2022
861,1,16,North Carolina,,,,,,No Upset,Radford,BSth,21.0,101.2,102.1,69.2,0.076,101.0,105.5,8.71,2009
862,1,16,Villanova,,,,,,No Upset,Radford,BSth,23.0,102.9,102.9,63.0,0.063,102.8,106.9,3.49,2018
863,2,11,Creighton,Oregon,,,,,No Upset,Rhode Island,A10,25.0,111.5,95.2,66.4,-0.033,106.8,102.5,1.62,2017
864,2,7,Oklahoma,Duke,,,,,No Upset,Rhode Island,A10,26.0,111.1,97.2,68.4,0.063,107.6,104.1,3.83,2018
865,1,11,Wisconsin,,,,,,No Upset,Richmond,A10,20.0,105.9,90.9,62.7,-0.06,107.2,100.2,7.66,2004
866,1,7,Saint Mary's (CA),,,,,,Upset,Richmond,A10,26.0,108.8,93.8,62.5,0.047,105.4,99.7,2.39,2010
867,3,12,Vanderbilt,Morehead State,Kansas,,,,No Upset,Richmond,A10,29.0,112.6,96.5,62.1,0.052,104.8,101.7,1.0,2011
868,2,12,Iowa,Providence,,,,,No Upset,Richmond,A10,24.0,108.1,98.7,66.8,0.061,105.5,100.5,2.42,2022
869,1,15,Michigan State,,,,,,No Upset,Robert Morris,NEC,24.0,102.0,100.6,66.0,0.055,99.3,106.5,0.44,2009
870,1,15,Villanova,,,,,,No Upset,Robert Morris,NEC,23.0,99.9,100.8,66.1,0.074,98.1,105.3,3.47,2010
871,1,16,Duke,,,,,,No Upset,Robert Morris,NEC,20.0,103.1,104.5,65.4,0.055,102.7,107.3,2.49,2015
872,2,10,Clemson,Houston,,,,,No Upset,Rutgers,B10,16.0,108.1,90.6,67.4,0.027,112.4,94.4,-5.69,2021
873,1,6,UCLA,,,,,,Upset,SMU,Amer,27.0,113.1,95.6,63.1,-0.004,105.3,102.8,0.99,2015
874,1,6,USC,,,,,,Upset,SMU,Amer,30.0,119.8,95.0,63.5,0.003,105.3,102.1,-0.92,2017
875,1,7,Auburn,,,,,,Upset,Saint Joseph's,A10,23.0,109.0,88.3,64.1,-0.049,105.0,100.4,5.8,2003
876,4,1,Liberty,Texas Tech,Wake Forest,Oklahoma State,,,Upset,Saint Joseph's,A10,30.0,118.9,91.2,66.1,0.06,107.1,100.1,8.86,2004
877,1,11,Oklahoma,,,,,,No Upset,Saint Joseph's,A10,21.0,115.1,100.8,64.0,-0.069,106.9,101.1,1.34,2008
878,1,10,Connecticut,,,,,,No Upset,Saint Joseph's,A10,24.0,112.3,99.4,64.3,0.079,107.5,101.3,0.17,2014
879,2,8,Cincinnati,Oregon,,,,,No Upset,Saint Joseph's,A10,28.0,114.3,98.9,70.2,0.03,107.0,102.3,1.97,2016
880,2,9,Memphis,Michigan State,,,,,No Upset,Saint Louis,A10,26.0,111.9,90.7,61.9,-0.056,105.0,100.6,-2.55,2012
881,2,4,New Mexico State,Oregon,,,,,Upset,Saint Louis,A10,28.0,108.6,88.6,63.8,0.0,104.5,100.6,-3.98,2013
882,2,5,NC State,Louisville,,,,,No Upset,Saint Louis,A10,27.0,105.7,90.0,65.6,0.04,107.2,102.2,-1.5,2014
883,1,13,Virginia Tech,,,,,,No Upset,Saint Louis,A10,23.0,102.2,96.2,66.4,0.044,104.4,103.9,-1.44,2019
884,1,10,Southern Illinois,,,,,,No Upset,Saint Mary's,WCC,25.0,106.8,97.4,64.9,0.08,105.2,102.2,-0.59,2005
885,1,10,Miami (FL),,,,,,No Upset,Saint Mary's,WCC,25.0,109.2,94.6,66.4,0.03,103.4,103.3,2.34,2008
886,3,10,Richmond,Villanova,Baylor,,,,No Upset,Saint Mary's,WCC,28.0,116.5,97.9,66.2,0.038,105.4,102.7,1.18,2010
887,1,7,Purdue,,,,,,Upset,Saint Mary's,WCC,27.0,114.3,98.8,63.4,0.036,104.1,103.9,-2.17,2012
888,1,11,Memphis,,,,,,No Upset,Saint Mary's,WCC,28.0,116.1,96.8,62.9,0.023,104.9,101.7,-0.49,2013
889,2,7,VCU,Arizona,,,,,No Upset,Saint Mary's,WCC,29.0,118.7,95.0,60.2,0.03,104.3,103.9,-4.13,2017
890,1,11,Villanova,,,,,,No Upset,Saint Mary's,WCC,22.0,114.7,97.4,62.7,-0.045,106.6,103.0,-0.9,2019
891,2,5,Indiana,UCLA,,,,,No Upset,Saint Mary's,WCC,26.0,110.1,90.6,63.6,0.039,106.8,99.9,3.31,2022
892,1,14,Purdue,,,,,,No Upset,Saint Peter's,MAAC,20.0,95.2,92.5,64.1,0.073,103.2,102.3,4.62,2011
893,4,15,Kentucky,Murray State,Purdue,North Carolina,,,No Upset,Saint Peter's,MAAC,22.0,100.3,93.0,65.9,0.018,103.1,102.8,3.97,2022
894,1,15,Florida,,,,,,No Upset,Sam Houston St.,Slnd,21.0,101.5,100.6,67.2,0.088,97.0,104.4,-2.0,2003
895,1,14,Baylor,,,,,,No Upset,Sam Houston St.,Slnd,25.0,110.2,102.7,69.3,0.052,101.3,104.6,4.67,2010
896,1,13,Stanford,,,,,,No Upset,San Diego,WCC,17.0,104.7,96.4,70.9,0.003,104.8,101.4,6.03,2003
897,2,13,Connecticut,Western Kentucky,,,,,No Upset,San Diego,WCC,22.0,101.6,97.0,63.0,0.045,104.3,102.9,2.61,2008
898,1,13,Illinois,,,,,,No Upset,San Diego St.,MWC,21.0,106.9,97.6,70.0,0.055,106.7,101.1,0.67,2002
899,1,11,Indiana,,,,,,No Upset,San Diego St.,MWC,24.0,112.8,100.0,66.1,-0.001,103.7,101.5,-2.2,2006
900,1,11,Tennessee,,,,,,No Upset,San Diego St.,MWC,25.0,111.4,94.9,63.1,0.006,105.3,99.9,2.24,2010
901,3,2,Northern Colorado,Temple,Connecticut,,,,Upset,San Diego St.,MWC,34.0,114.1,89.1,62.3,0.059,107.6,100.1,4.1,2011
902,1,6,NC State,,,,,,Upset,San Diego St.,MWC,26.0,107.0,95.8,65.8,0.059,104.8,101.5,-3.76,2012
903,2,7,Oklahoma,Florida Gulf Coast,,,,,Upset,San Diego St.,MWC,23.0,107.7,90.3,65.5,-0.049,106.6,98.9,1.92,2013
904,3,4,New Mexico State,North Dakota State,Arizona,,,,No Upset,San Diego St.,MWC,31.0,110.4,90.0,62.3,0.067,108.0,102.8,2.71,2014
905,2,8,St. John's (NY),Duke,,,,,No Upset,San Diego St.,MWC,27.0,104.9,89.0,60.4,0.026,106.1,102.5,3.5,2015
906,1,11,Houston,,,,,,No Upset,San Diego St.,MWC,22.0,110.5,96.4,68.8,-0.032,107.2,103.8,-0.8,2018
907,1,6,Syracuse,,,,,,Upset,San Diego St.,MWC,23.0,111.0,91.1,65.5,0.027,106.4,99.2,13.66,2021
908,1,8,Creighton,,,,,,Upset,San Diego St.,MWC,23.0,103.4,86.3,65.4,-0.003,105.5,99.6,2.56,2022
909,1,10,Murray State,,,,,,No Upset,San Francisco,WCC,24.0,110.5,93.1,68.9,-0.042,105.5,100.3,2.23,2022
910,2,8,Arizona,Duke,,,,,No Upset,Seton Hall,BE,21.0,112.3,95.0,65.4,-0.004,107.2,99.4,-1.14,2004
911,1,10,Wichita State,,,,,,No Upset,Seton Hall,BE,18.0,106.5,97.4,65.7,0.086,106.0,99.1,-1.81,2006
912,1,6,Gonzaga,,,,,,Upset,Seton Hall,BE,25.0,111.1,92.9,69.7,0.016,108.5,100.0,-2.92,2016
913,1,9,Arkansas,,,,,,No Upset,Seton Hall,BE,21.0,109.4,95.8,67.5,0.058,110.2,100.6,-2.11,2017
914,2,8,NC State,Kansas,,,,,No Upset,Seton Hall,BE,22.0,116.9,98.8,69.5,-0.028,110.5,100.4,-0.0,2018
915,1,10,Wofford,,,,,,No Upset,Seton Hall,BE,20.0,109.0,97.5,69.1,0.023,109.2,100.7,3.58,2019
916,1,8,TCU,,,,,,Upset,Seton Hall,BE,21.0,107.1,93.5,67.3,0.033,107.5,98.6,0.99,2022
917,1,16,Maryland,,,,,,No Upset,Siena,MAAC,17.0,100.8,102.0,66.5,-0.07,100.1,104.2,-0.42,2002
918,2,13,Vanderbilt,Villanova,,,,,No Upset,Siena,MAAC,23.0,108.6,100.7,67.6,0.036,104.1,105.5,3.69,2008
919,2,9,Ohio State,Louisville,,,,,No Upset,Siena,MAAC,27.0,110.3,98.4,70.7,0.031,102.4,101.5,7.27,2009
920,1,13,Purdue,,,,,,No Upset,Siena,MAAC,27.0,109.4,95.5,69.2,0.027,100.9,101.4,3.22,2010
921,1,14,Florida,,,,,,No Upset,South Alabama,SB,24.0,109.1,99.9,65.7,0.056,100.8,103.3,-3.47,2006
922,1,10,Butler,,,,,,No Upset,South Alabama,SB,26.0,112.6,100.8,64.8,-0.002,103.1,105.2,0.9,2008
923,1,10,Memphis,,,,,,No Upset,South Carolina,SEC,23.0,109.7,94.7,65.5,-0.0,105.8,99.6,-8.05,2004
924,5,7,Marquette,Duke,Baylor,Florida,Gonzaga,,No Upset,South Carolina,SEC,26.0,108.9,88.1,68.6,-0.005,110.2,99.5,1.93,2017
925,1,16,Oklahoma,,,,,,No Upset,South Carolina St.,MEAC,20.0,96.4,105.0,71.7,0.115,95.2,107.5,-0.55,2003
926,1,14,Baylor,,,,,,No Upset,South Dakota St.,Sum,27.0,113.7,102.1,64.8,0.03,103.2,105.1,2.04,2012
927,1,13,Michigan,,,,,,No Upset,South Dakota St.,Sum,25.0,112.0,105.2,62.6,0.03,102.0,105.3,4.11,2013
928,1,12,Maryland,,,,,,No Upset,South Dakota St.,Sum,26.0,111.4,101.8,68.3,0.004,104.6,104.8,1.91,2016
929,1,16,Gonzaga,,,,,,No Upset,South Dakota St.,Sum,18.0,110.2,111.4,67.2,0.029,104.9,105.5,1.66,2017
930,1,12,Ohio State,,,,,,No Upset,South Dakota St.,Sum,28.0,113.8,103.6,70.5,0.097,105.8,105.9,3.59,2018
931,1,13,Providence,,,,,,No Upset,South Dakota St.,Sum,30.0,115.4,104.8,69.4,0.054,102.9,107.1,3.6,2022
932,2,12,Temple,Ohio,,,,,Upset,South Florida,BE,22.0,103.9,90.8,58.5,0.04,107.2,99.0,1.27,2012
933,1,15,Oklahoma State,,,,,,No Upset,Southeastern Louisiana,Slnd,24.0,97.1,93.9,60.0,0.007,100.3,105.1,-1.78,2005
934,1,16,Duke,,,,,,No Upset,Southern,SWAC,19.0,96.2,99.6,64.8,0.081,96.6,104.3,13.07,2006
935,1,16,Gonzaga,,,,,,No Upset,Southern,SWAC,23.0,99.3,98.8,63.4,-0.031,95.2,106.7,4.12,2013
936,3,11,Texas Tech,Georgia,Connecticut,,,,No Upset,Southern Illinois,MVC,28.0,109.2,95.7,70.6,0.034,105.2,103.1,3.16,2002
937,1,11,Missouri,,,,,,No Upset,Southern Illinois,MVC,24.0,110.3,98.6,67.8,0.063,103.5,101.5,3.35,2003
938,1,9,Alabama,,,,,,No Upset,Southern Illinois,MVC,25.0,109.1,94.8,65.2,0.046,105.1,102.5,2.25,2004
939,2,7,Saint Mary's (CA),Oklahoma State,,,,,No Upset,Southern Illinois,MVC,27.0,109.1,92.4,63.4,0.015,106.7,100.6,4.17,2005
940,1,11,West Virginia,,,,,,No Upset,Southern Illinois,MVC,22.0,102.9,89.3,60.7,0.032,103.6,97.8,0.44,2006
941,3,4,Holy Cross,Virginia Tech,Kansas,,,,No Upset,Southern Illinois,MVC,29.0,109.8,88.8,61.0,0.017,110.2,100.0,7.3,2007
942,1,9,Kansas State,,,,,,No Upset,Southern Miss,CUSA,25.0,111.2,100.4,63.8,0.041,104.7,100.3,2.32,2012
943,1,14,Florida State,,,,,,No Upset,St. Bonaventure,A10,20.0,110.6,98.9,63.0,-0.024,104.9,101.1,0.1,2012
944,1,11,Florida,,,,,,No Upset,St. Bonaventure,A10,26.0,110.8,99.5,69.4,0.078,107.0,104.2,1.17,2018
945,1,9,LSU,,,,,,No Upset,St. Bonaventure,A10,16.0,110.0,91.0,64.8,0.016,106.6,98.0,2.44,2021
946,1,9,Wisconsin,,,,,,No Upset,St. John's,BE,20.0,102.7,93.6,69.1,0.089,106.5,100.1,-0.79,2002
947,1,6,Gonzaga,,,,,,Upset,St. John's,BE,21.0,111.2,95.3,66.0,0.047,110.0,99.0,1.69,2011
948,1,9,San Diego State,,,,,,No Upset,St. John's,BE,21.0,110.7,97.0,66.7,0.05,109.0,100.3,-1.5,2015
949,2,8,Western Kentucky,Kansas,,,,,No Upset,Stanford,P10,20.0,116.6,96.3,69.5,-0.02,110.2,99.8,2.11,2002
950,2,4,San Diego,Connecticut,,,,,Upset,Stanford,P10,24.0,109.8,95.2,65.6,0.066,106.2,98.9,3.75,2003
951,2,1,UTSA,Alabama,,,,,Upset,Stanford,P10,30.0,111.9,89.3,64.5,0.051,105.9,102.2,-1.79,2004
952,1,8,Mississippi State,,,,,,Upset,Stanford,P10,18.0,106.6,95.9,67.1,0.049,107.5,99.1,4.14,2005
953,1,11,Louisville,,,,,,No Upset,Stanford,P10,18.0,109.7,97.3,65.9,0.028,109.2,99.7,-0.33,2007
954,3,3,Cornell,Marquette,Texas,,,,No Upset,Stanford,P10,28.0,113.6,90.9,63.4,0.04,109.1,99.7,-6.32,2008
955,3,10,New Mexico,Kansas,Dayton,,,,Upset,Stanford,P12,23.0,112.4,96.4,65.3,0.016,110.2,100.7,2.34,2014
956,1,14,Syracuse,,,,,,No Upset,Stephen F. Austin,Slnd,24.0,97.0,90.4,62.4,0.053,101.9,103.9,4.63,2009
957,2,12,VCU,UCLA,,,,,No Upset,Stephen F. Austin,Slnd,32.0,112.3,101.5,61.2,0.073,102.0,109.2,-4.19,2014
958,1,12,Utah,,,,,,No Upset,Stephen F. Austin,Slnd,29.0,113.9,100.3,65.4,0.02,102.2,107.7,0.63,2015
959,2,14,West Virginia,Notre Dame,,,,,No Upset,Stephen F. Austin,Slnd,28.0,112.2,96.6,67.3,0.007,102.7,108.6,4.79,2016
960,1,14,Texas Tech,,,,,,No Upset,Stephen F. Austin,Slnd,28.0,104.5,99.0,71.1,0.031,100.6,107.8,-2.26,2018
961,1,13,Kentucky,,,,,,No Upset,Stony Brook,AE,26.0,107.3,99.1,67.2,0.049,103.3,108.9,4.38,2016
962,7,3,Manhattan,Oklahoma State,Auburn,Oklahoma,Texas,Kansas,No Upset,Syracuse,BE,30.0,114.4,91.1,71.0,0.083,106.6,96.3,-3.63,2003
963,3,5,BYU,Maryland,Alabama,,,,Upset,Syracuse,BE,23.0,113.1,96.7,65.7,0.086,107.4,99.6,-4.61,2004
964,1,4,Vermont,,,,,,Upset,Syracuse,BE,27.0,115.6,94.7,65.8,0.002,106.8,100.5,-4.57,2005
965,1,5,Texas A&M,,,,,,Upset,Syracuse,BE,23.0,110.0,96.8,68.3,0.077,107.5,98.8,-3.79,2006
966,3,3,Stephen F. Austin,Arizona State,Oklahoma,,,,No Upset,Syracuse,BE,28.0,117.0,94.8,69.7,0.024,108.4,97.0,0.77,2009
967,3,1,Vermont,Gonzaga,Butler,,,,Upset,Syracuse,BE,30.0,118.5,90.9,68.7,-0.008,108.5,99.8,-2.96,2010
968,2,3,Indiana State,Marquette,,,,,Upset,Syracuse,BE,27.0,114.9,92.4,64.6,0.032,108.3,99.3,-2.31,2011
969,4,1,UNC Asheville,Kansas State,Wisconsin,Ohio State,,,Upset,Syracuse,BE,34.0,117.7,91.7,64.4,0.06,107.0,99.0,-2.11,2012
970,5,4,Montana,California,Indiana,Marquette,Michigan,,No Upset,Syracuse,BE,30.0,113.1,88.3,63.1,-0.004,106.8,97.4,-4.44,2013
971,2,3,Western Michigan,Dayton,,,,,Upset,Syracuse,ACC,28.0,114.6,93.0,59.6,0.016,109.4,102.2,-1.01,2014
972,5,10,Dayton,Middle Tennessee,Gonzaga,Virginia,North Carolina,,No Upset,Syracuse,ACC,23.0,112.7,94.1,65.0,-0.027,110.9,100.7,-0.82,2016
973,3,11,TCU,Michigan State,Duke,,,,No Upset,Syracuse,ACC,23.0,107.0,92.2,62.9,0.021,111.3,101.5,-0.2,2018
974,1,8,Baylor,,,,,,Upset,Syracuse,ACC,20.0,110.5,95.3,66.1,-0.004,108.6,99.2,0.17,2019
975,3,11,San Diego State,West Virginia,Houston,,,,No Upset,Syracuse,ACC,18.0,113.7,96.9,68.6,0.029,109.4,96.5,2.09,2021
976,1,6,Syracuse,,,,,,Upset,TCU,B12,21.0,119.7,101.2,68.6,-0.067,110.7,101.0,-0.82,2018
977,2,9,Seton Hall,Arizona,,,,,No Upset,TCU,B12,21.0,108.7,91.7,65.9,0.014,108.0,96.2,-5.0,2022
978,1,12,Michigan State,,,,,,No Upset,Temple,A10,21.0,112.8,100.4,63.6,-0.018,107.4,101.3,3.73,2008
979,1,11,Arizona State,,,,,,No Upset,Temple,A10,22.0,109.9,95.5,63.5,-0.005,106.9,100.3,7.22,2009
980,1,5,Cornell,,,,,,Upset,Temple,A10,29.0,107.8,87.7,60.4,0.076,106.4,100.3,5.68,2010
981,2,7,Penn St.,San Diego State,,,,,No Upset,Temple,A10,26.0,110.5,93.7,64.2,0.014,105.5,101.5,5.83,2011
982,1,5,South Florida,,,,,,Upset,Temple,A10,24.0,113.3,98.9,65.9,0.055,106.5,100.4,6.2,2012
983,2,9,NC State,Indiana,,,,,No Upset,Temple,A10,24.0,111.3,98.6,65.6,0.038,105.7,100.2,0.82,2013
984,1,10,Iowa,,,,,,No Upset,Temple,Amer,21.0,107.0,98.1,65.9,0.095,107.8,101.5,3.7,2016
985,2,2,Winthrop,Wichita State,,,,,Upset,Tennessee,SEC,22.0,116.6,97.2,71.1,0.012,108.0,98.5,-0.74,2006
986,3,5,Long Beach State,Virginia,Ohio State,,,,No Upset,Tennessee,SEC,24.0,115.9,97.6,71.3,0.035,110.3,99.8,1.81,2007
987,3,2,American,Butler,Louisville,,,,Upset,Tennessee,SEC,31.0,116.2,94.0,70.7,0.11,109.4,99.8,7.64,2008
988,1,9,Oklahoma State,,,,,,No Upset,Tennessee,SEC,21.0,115.1,98.7,67.7,-0.032,107.9,98.5,9.15,2009
989,4,6,San Diego State,Ohio,Ohio State,Michigan State,,,No Upset,Tennessee,SEC,28.0,108.9,90.4,67.5,0.082,107.4,98.7,-0.48,2010
990,1,9,Michigan,,,,,,No Upset,Tennessee,SEC,19.0,108.0,95.6,66.1,-0.013,108.6,99.6,6.45,2011
991,3,11,Massachusetts,Mercer,Michigan,,,,No Upset,Tennessee,SEC,24.0,117.9,94.2,61.6,-0.099,108.9,100.8,1.46,2014
992,2,3,Wright State,Loyola (IL),,,,,Upset,Tennessee,SEC,26.0,114.6,92.4,66.0,0.019,111.2,100.2,7.1,2018
993,3,2,Colgate,Iowa,Purdue,,,,Upset,Tennessee,SEC,31.0,122.7,96.5,67.8,0.034,109.7,99.0,0.92,2019
994,1,5,Oregon State,,,,,,Upset,Tennessee,SEC,18.0,108.0,88.1,67.1,-0.013,108.9,95.8,-0.34,2021
995,2,3,Longwood,Michigan,,,,,Upset,Tennessee,SEC,27.0,111.5,86.4,67.4,0.029,108.5,97.1,4.85,2022
996,3,6,Boston College,Mississippi State,Oregon,,,,No Upset,Texas,B12,22.0,116.0,98.3,68.5,-0.021,109.1,98.9,5.3,2002
997,5,1,UNC Asheville,Purdue,Connecticut,Michigan State,Syracuse,,Upset,Texas,B12,26.0,119.3,95.8,69.4,-0.009,107.1,96.7,2.16,2003
998,3,3,Princeton,North Carolina,Xavier,,,,Upset,Texas,B12,25.0,115.6,94.1,64.7,0.038,109.1,99.8,0.8,2004
999,1,8,Nevada,,,,,,Upset,Texas,B12,20.0,114.1,97.1,66.5,-0.051,107.0,100.4,-2.46,2005
1000,4,2,Penn,NC State,West Virginia,LSU,,,Upset,Texas,B12,30.0,117.5,91.7,63.9,0.039,106.1,98.3,-0.02,2006
1001,2,4,New Mexico State,USC,,,,,Upset,Texas,B12,25.0,119.5,100.3,67.6,-0.008,108.1,100.6,-2.0,2007
1002,4,2,Austin Peay,Miami (FL),Stanford,Memphis,,,No Upset,Texas,B12,31.0,120.6,95.5,63.9,0.044,108.4,98.0,0.04,2008
1003,2,7,Minnesota,Duke,,,,,No Upset,Texas,B12,23.0,112.2,92.5,65.4,-0.048,109.2,99.0,2.01,2009
1004,1,8,Wake Forest,,,,,,Upset,Texas,B12,24.0,113.9,93.1,71.5,-0.014,107.2,98.2,-1.32,2010
1005,2,4,Oakland,Arizona,,,,,Upset,Texas,B12,28.0,115.5,89.6,65.5,-0.058,107.5,99.9,0.6,2011
1006,1,11,Cincinnati,,,,,,No Upset,Texas,B12,20.0,112.9,97.0,64.9,-0.065,107.8,99.4,-1.52,2012
1007,2,7,Arizona State,Michigan,,,,,No Upset,Texas,B12,24.0,111.8,97.3,66.8,0.092,110.9,101.3,-1.74,2014
1008,1,11,Butler,,,,,,No Upset,Texas,B12,20.0,112.4,93.4,62.0,-0.079,108.3,98.8,-2.47,2015
1009,1,6,Northern Iowa,,,,,,Upset,Texas,B12,20.0,113.0,96.8,65.3,0.022,111.5,99.0,5.55,2016
1010,1,10,Nevada,,,,,,No Upset,Texas,B12,19.0,109.5,94.1,65.2,-0.03,111.4,99.6,2.05,2018
1011,1,3,Abilene Christian,,,,,,Upset,Texas,B12,19.0,113.1,92.8,68.6,-0.004,109.2,94.7,8.2,2021
1012,2,6,Virginia Tech,Purdue,,,,,No Upset,Texas,B12,22.0,112.5,91.6,63.8,-0.043,107.7,97.0,-8.15,2022
1013,2,12,Syracuse,LSU,,,,,No Upset,Texas A&M,B12,22.0,106.7,90.8,63.0,-0.008,104.8,100.6,-12.2,2006
1014,3,3,Penn,Louisville,Memphis,,,,No Upset,Texas A&M,B12,27.0,119.3,92.3,63.7,-0.047,106.7,101.4,-5.98,2007
1015,2,9,BYU,UCLA,,,,,No Upset,Texas A&M,B12,25.0,112.3,92.3,61.8,0.004,107.4,99.1,-5.13,2008
1016,2,9,BYU,Connecticut,,,,,No Upset,Texas A&M,B12,24.0,113.1,98.1,63.9,0.053,107.1,99.3,-4.3,2009
1017,2,5,Utah State,Purdue,,,,,No Upset,Texas A&M,B12,24.0,112.6,91.2,64.3,-0.005,109.4,97.9,0.15,2010
1018,1,7,Florida State,,,,,,Upset,Texas A&M,B12,24.0,110.0,95.4,60.9,0.05,105.9,100.5,-7.5,2011
1019,3,3,Green Bay,Northern Iowa,Oklahoma,,,,No Upset,Texas A&M,SEC,28.0,113.8,92.5,67.1,0.006,109.6,101.1,3.15,2016
1020,3,7,Providence,North Carolina,Michigan,,,,No Upset,Texas A&M,SEC,22.0,111.3,94.4,69.5,0.014,111.8,100.1,5.12,2018
1021,1,15,Wisconsin,,,,,,No Upset,Texas A&M Corpus Chris,Slnd,26.0,114.1,106.4,68.1,0.057,100.8,105.9,2.12,2007
1022,1,15,Arizona,,,,,,No Upset,Texas Southern,SWAC,22.0,104.1,107.9,63.3,0.128,100.0,106.8,15.16,2015
1023,1,16,North Carolina,,,,,,No Upset,Texas Southern,SWAC,23.0,103.5,107.5,68.6,0.125,100.2,108.7,12.68,2017
1024,1,16,Xavier,,,,,,No Upset,Texas Southern,SWAC,16.0,104.6,111.2,71.7,-0.01,101.0,107.3,17.2,2018
1025,1,16,Michigan,,,,,,No Upset,Texas Southern,SWAC,17.0,99.8,104.2,71.5,0.059,95.5,103.2,14.62,2021
1026,1,16,Kansas,,,,,,No Upset,Texas Southern,SWAC,19.0,97.6,98.9,68.2,0.022,98.7,105.0,10.0,2022
1027,1,6,Southern Illinois,,,,,,Upset,Texas Tech,B12,23.0,114.6,97.4,69.8,0.061,106.8,100.2,-0.13,2002
1028,2,8,Charlotte,Saint Joseph's,,,,,No Upset,Texas Tech,B12,23.0,111.4,94.3,66.7,0.01,108.4,100.1,2.29,2004
1029,3,6,UCLA,Gonzaga,West Virginia,,,,Upset,Texas Tech,B12,22.0,110.3,94.8,69.0,0.037,108.8,99.9,-3.94,2005
1030,1,10,Boston College,,,,,,No Upset,Texas Tech,B12,21.0,112.2,101.3,64.9,0.056,108.3,100.5,2.29,2007
1031,1,8,Butler,,,,,,Upset,Texas Tech,B12,19.0,113.2,99.4,66.0,0.028,110.4,99.7,0.62,2016
1032,4,3,Stephen F. Austin,Florida,Purdue,Villanova,,,No Upset,Texas Tech,B12,27.0,113.3,90.8,66.7,-0.007,110.7,100.4,-5.24,2018
1033,6,3,Northern Kentucky,Buffalo,Michigan,Gonzaga,Michigan State,Virginia,No Upset,Texas Tech,B12,31.0,114.1,84.1,66.6,0.004,109.8,98.7,-5.39,2019
1034,2,6,Utah State,Arkansas,,,,,No Upset,Texas Tech,B12,18.0,112.7,90.9,65.1,-0.099,108.5,95.7,-4.88,2021
1035,3,3,Montana State,Notre Dame,Duke,,,,No Upset,Texas Tech,B12,27.0,110.7,85.0,66.5,-0.031,107.8,96.8,-8.24,2022
1036,1,14,Xavier,,,,,,No Upset,Troy,ASun,25.0,106.9,100.8,70.3,0.105,99.3,104.5,-2.77,2003
1037,1,15,Duke,,,,,,No Upset,Troy,SB,22.0,109.7,107.6,68.1,-0.023,102.4,105.3,-6.78,2017
1038,2,12,Marquette,Kentucky,,,,,No Upset,Tulsa,WAC,26.0,116.0,100.4,69.5,0.001,103.7,101.7,-1.44,2002
1039,2,13,Dayton,Wisconsin,,,,,No Upset,Tulsa,WAC,23.0,107.9,94.9,67.4,-0.061,102.7,101.7,4.16,2003
1040,1,13,UCLA,,,,,,No Upset,Tulsa,CUSA,21.0,106.1,97.2,66.8,-0.023,104.9,104.3,2.81,2014
1041,3,9,Washington,Kentucky,Kansas,,,,No Upset,UAB,CUSA,22.0,108.1,94.5,70.7,0.019,105.8,100.4,1.6,2004
1042,2,11,LSU,Arizona,,,,,No Upset,UAB,CUSA,22.0,109.2,96.7,71.0,-0.001,105.5,100.7,1.33,2005
1043,1,9,Kentucky,,,,,,No Upset,UAB,CUSA,24.0,109.1,96.5,68.5,0.058,101.8,100.3,0.98,2006
1044,2,14,Iowa State,UCLA,,,,,No Upset,UAB,CUSA,20.0,104.9,101.9,64.7,0.025,103.9,103.6,3.4,2015
1045,1,12,Houston,,,,,,No Upset,UAB,CUSA,27.0,112.4,98.8,68.9,-0.035,102.0,102.8,-2.46,2022
1046,1,16,Kansas,,,,,,No Upset,UC Davis,BW,23.0,97.8,102.2,68.9,0.131,100.8,106.1,-0.94,2017
1047,1,13,Louisville,,,,,,No Upset,UC Irvine,BW,21.0,106.3,99.2,63.4,-0.022,104.7,103.8,2.29,2015
1048,2,13,Kansas State,Oregon,,,,,No Upset,UC Irvine,BW,31.0,107.4,98.2,65.3,0.11,102.5,105.8,1.25,2019
1049,1,14,Arizona,,,,,,No Upset,UC Santa Barbara,BW,19.0,108.2,99.3,63.4,-0.058,103.1,102.6,3.37,2002
1050,1,15,Ohio State,,,,,,No Upset,UC Santa Barbara,BW,20.0,100.0,97.9,66.3,0.125,102.8,103.8,3.46,2010
1051,1,15,Florida,,,,,,No Upset,UC Santa Barbara,BW,18.0,103.7,100.5,64.1,0.002,104.1,103.9,6.12,2011
1052,1,12,Creighton,,,,,,No Upset,UC Santa Barbara,BW,22.0,109.9,96.2,65.6,0.03,102.8,101.0,4.03,2021
