,Round,Seed,Opp_1,Opp_2,Opp_3,Opp_4,Opp_5,Opp_6,Final Rd,Team,Conf,W,AdjO,AdjD,AdjT,Luck,OppO,OppD,Non-Conf SOS,Year
198,1,14,Stanford,,,,,,No Upset,Cornell,Ivy,22.0,110.1,105.7,67.9,0.086,99.1,106.0,-3.59,2008
199,1,14,Missouri,,,,,,No Upset,Cornell,Ivy,21.0,108.5,103.3,65.4,-0.005,99.0,104.6,-0.5,2009
200,3,12,Temple,Wisconsin,Kentucky,,,,No Upset,Cornell,Ivy,29.0,117.4,101.5,63.9,0.068,101.2,101.9,4.12,2010
201,2,12,Florida,Illinois,,,,,No Upset,Creighton,MVC,23.0,111.3,99.5,66.9,0.029,104.8,103.4,0.94,2002
202,1,6,Central Michigan,,,,,,Upset,Creighton,MVC,29.0,112.4,94.9,68.4,0.026,102.5,102.7,-0.51,2003
203,1,10,West Virginia,,,,,,No Upset,Creighton,MVC,23.0,114.3,100.0,63.1,-0.033,104.9,100.4,-1.69,2005
204,1,10,Nevada,,,,,,No Upset,Creighton,MVC,22.0,113.8,95.3,62.7,-0.023,108.3,99.4,4.1,2007
205,2,8,Alabama,North Carolina,,,,,No Upset,Creighton,MVC,29.0,119.2,102.7,65.9,0.079,104.9,101.1,-0.47,2012
206,2,7,Cincinnati,Duke,,,,,No Upset,Creighton,MVC,28.0,118.3,96.5,63.8,-0.009,105.5,99.7,1.63,2013
207,2,3,Louisiana,Baylor,,,,,Upset,Creighton,BE,27.0,124.2,102.5,63.6,0.024,108.5,101.0,1.31,2014
208,1,6,Rhode Island,,,,,,Upset,Creighton,BE,25.0,115.3,96.5,71.2,0.004,110.3,101.3,-1.24,2017
209,1,8,Kansas State,,,,,,Upset,Creighton,BE,21.0,115.5,98.6,70.8,-0.028,110.8,101.4,-4.2,2018
210,3,5,UC Santa Barbara,Ohio,Gonzaga,,,,No Upset,Creighton,BE,22.0,113.4,92.8,68.7,0.017,108.8,95.6,-0.73,2021
211,2,9,San Diego State,Kansas,,,,,No Upset,Creighton,BE,23.0,105.9,92.2,67.2,0.086,107.5,98.4,-0.67,2022
212,1,13,Ohio State,,,,,,No Upset,Davidson,SC,18.0,101.5,97.8,65.1,0.142,104.2,102.4,9.42,2002
213,1,15,Ohio State,,,,,,No Upset,Davidson,SC,20.0,109.9,105.0,66.0,-0.025,101.4,104.7,9.24,2006
214,1,13,Maryland,,,,,,No Upset,Davidson,SC,29.0,111.8,98.5,71.9,0.067,103.2,104.9,4.64,2007
215,4,10,Gonzaga,Georgetown,Wisconsin,Kansas,,,No Upset,Davidson,SC,29.0,117.0,93.4,66.2,-0.036,105.2,101.8,14.93,2008
216,1,13,Louisville,,,,,,No Upset,Davidson,SC,25.0,112.0,101.4,67.4,0.008,101.5,104.5,8.78,2012
217,1,14,Marquette,,,,,,No Upset,Davidson,SC,26.0,112.1,100.7,63.9,-0.002,100.3,105.4,6.42,2013
218,1,10,Iowa,,,,,,No Upset,Davidson,A10,24.0,119.7,104.7,66.7,0.056,105.3,102.2,-3.78,2015
219,1,12,Kentucky,,,,,,No Upset,Davidson,A10,21.0,117.0,102.3,64.5,-0.063,105.6,103.5,1.33,2018
220,1,10,Michigan State,,,,,,No Upset,Davidson,A10,27.0,116.8,101.9,64.7,-0.02,102.7,100.9,-1.98,2022
221,1,4,Tulsa,,,,,,Upset,Dayton,A10,24.0,116.4,101.9,64.4,0.084,104.4,99.5,5.51,2003
222,1,10,DePaul,,,,,,No Upset,Dayton,A10,24.0,108.1,98.4,62.2,0.084,105.6,102.3,-1.55,2004
223,2,11,West Virginia,Kansas,,,,,No Upset,Dayton,A10,27.0,103.3,93.0,64.5,0.107,104.9,102.6,-4.57,2009
224,4,11,Ohio State,Syracuse,Stanford,Florida,,,No Upset,Dayton,A10,26.0,113.8,99.6,63.8,0.038,107.7,101.4,-0.57,2014
225,2,11,Providence,Oklahoma,,,,,No Upset,Dayton,A10,27.0,109.2,95.0,63.4,0.022,105.4,102.0,0.07,2015
226,1,7,Syracuse,,,,,,Upset,Dayton,A10,25.0,106.6,94.0,67.8,0.082,107.3,103.4,2.58,2016
227,1,7,Wichita State,,,,,,Upset,Dayton,A10,24.0,111.9,96.3,68.4,-0.021,105.9,102.3,2.53,2017
228,2,7,Dayton,Connecticut,,,,,No Upset,DePaul,CUSA,22.0,113.0,101.6,63.2,0.091,106.4,100.6,-0.62,2004
229,1,13,Michigan State,,,,,,No Upset,Delaware,CAA,25.0,112.0,106.2,70.4,0.064,105.2,105.9,2.88,2014
230,1,15,Villanova,,,,,,No Upset,Delaware,CAA,22.0,107.0,104.3,66.7,0.038,102.3,103.8,-3.75,2022
231,1,16,Duke,,,,,,No Upset,Delaware St.,MEAC,19.0,102.3,107.2,59.3,0.077,97.1,104.6,9.89,2005
232,1,15,Kansas,,,,,,No Upset,Detroit,Horz,22.0,108.1,102.6,67.1,-0.008,102.2,101.8,1.14,2012
233,1,5,Western Kentucky,,,,,,Upset,Drake,MVC,28.0,120.0,98.5,62.9,0.011,105.5,100.6,0.11,2008
234,1,11,USC,,,,,,No Upset,Drake,MVC,26.0,112.5,98.2,66.3,0.102,104.1,100.1,-8.21,2021
235,1,16,Illinois,,,,,,No Upset,Drexel,CAA,12.0,106.5,105.8,63.9,0.007,101.2,103.5,-5.75,2021
236,3,1,Winthrop,Notre Dame,Indiana,,,,Upset,Duke,ACC,31.0,121.0,86.8,74.5,-0.027,109.1,99.2,6.66,2002
237,3,3,Colorado State,Central Michigan,Kansas,,,,No Upset,Duke,ACC,26.0,115.0,91.3,70.7,-0.03,107.1,98.3,0.64,2003
238,5,1,Alabama State,Seton Hall,Illinois,Xavier,Connecticut,,Upset,Duke,ACC,31.0,120.8,88.5,67.7,-0.028,109.5,96.9,2.42,2004
239,3,1,Delaware St.,Mississippi State,Michigan State,,,,Upset,Duke,ACC,27.0,115.7,88.3,68.3,-0.002,109.5,98.6,1.51,2005
240,3,1,Southern,George Washington,LSU,,,,Upset,Duke,ACC,32.0,119.4,91.8,69.8,0.047,108.1,97.6,6.81,2006
241,1,6,VCU,,,,,,Upset,Duke,ACC,22.0,113.2,89.9,64.5,-0.074,110.7,99.4,3.88,2007
242,2,2,Belmont,West Virginia,,,,,Upset,Duke,ACC,28.0,116.3,89.9,71.5,-0.006,109.1,99.0,3.36,2008
243,3,2,Binghamton,Texas,Villanova,,,,Upset,Duke,ACC,30.0,117.5,93.2,66.3,0.053,108.5,98.3,3.18,2009
244,7,1,Arkansas-Pine Bluff,California,Purdue,Baylor,West Virginia,Butler,Upset,Duke,ACC,35.0,121.0,87.7,64.7,0.009,107.9,96.4,2.5,2010
245,3,1,Hampton,Michigan,Arizona,,,,Upset,Duke,ACC,32.0,119.7,91.3,68.6,0.017,107.3,98.9,3.48,2011
246,1,2,Lehigh,,,,,,Upset,Duke,ACC,27.0,117.7,98.0,66.4,0.057,107.3,99.1,7.68,2012
247,4,2,Albany (NY),Creighton,Michigan State,Louisville,,,No Upset,Duke,ACC,30.0,119.1,92.1,66.7,0.033,108.4,98.5,6.85,2013
248,1,3,Mercer,,,,,,Upset,Duke,ACC,26.0,124.7,100.4,64.6,-0.035,109.2,100.5,2.4,2014
249,7,1,Robert Morris,San Diego State,Utah,Gonzaga,Michigan State,Wisconsin,No Upset,Duke,ACC,35.0,124.5,92.0,65.8,0.067,110.7,99.5,1.31,2015
250,3,4,UNC Wilmington,Yale,Oregon,,,,No Upset,Duke,ACC,25.0,121.9,100.0,67.7,-0.026,112.0,100.7,3.52,2016
251,2,2,Troy,South Carolina,,,,,Upset,Duke,ACC,28.0,121.0,96.8,68.3,0.014,111.0,99.6,0.03,2017
252,4,2,Iona,Rhode Island,Syracuse,Kansas,,,No Upset,Duke,ACC,29.0,122.4,93.6,69.7,-0.034,110.4,99.8,4.09,2018
253,4,1,North Dakota State,UCF,Virginia Tech,Michigan State,,,Upset,Duke,ACC,32.0,120.0,89.3,72.1,0.018,110.7,97.8,5.08,2019
254,5,2,Cal State Fullerton,Michigan State,Texas Tech,Arkansas,North Carolina,,Upset,Duke,ACC,32.0,121.1,95.9,67.3,-0.01,107.8,99.6,-4.58,2022
255,1,15,Wake Forest,,,,,,No Upset,East Tennessee St.,SC,17.0,101.3,99.6,75.2,0.036,102.1,103.9,4.8,2003
256,1,13,Cincinnati,,,,,,No Upset,East Tennessee St.,SC,27.0,104.4,95.8,73.2,0.016,102.2,104.6,0.64,2004
257,1,16,Pittsburgh,,,,,,No Upset,East Tennessee St.,ASun,23.0,106.4,100.7,69.6,-0.048,100.2,105.0,-1.26,2009
258,1,16,Kentucky,,,,,,No Upset,East Tennessee St.,ASun,20.0,100.9,98.4,66.8,-0.004,102.1,103.3,8.97,2010
259,1,13,Florida,,,,,,No Upset,East Tennessee St.,SC,27.0,108.0,96.9,70.1,0.005,105.4,106.6,0.38,2017
260,1,15,Kentucky,,,,,,No Upset,Eastern Kentucky,OVC,22.0,102.8,100.8,66.1,0.099,102.4,106.3,1.72,2005
261,1,16,North Carolina,,,,,,No Upset,Eastern Kentucky,OVC,21.0,102.7,105.3,61.3,0.078,101.8,107.9,6.66,2007
262,1,15,Kansas,,,,,,No Upset,Eastern Kentucky,OVC,24.0,112.4,108.4,64.2,0.036,104.1,109.0,-5.04,2014
263,1,15,Oklahoma State,,,,,,No Upset,Eastern Washington,BSky,17.0,105.4,102.3,64.5,0.014,103.3,103.5,7.22,2004
264,1,13,Georgetown,,,,,,No Upset,Eastern Washington,BSky,26.0,112.9,109.6,68.2,0.067,104.2,108.0,3.94,2015
265,1,14,Kansas,,,,,,No Upset,Eastern Washington,BSky,16.0,109.5,101.3,72.2,-0.085,102.0,102.4,21.28,2021
266,1,16,Illinois,,,,,,No Upset,Fairleigh Dickinson,NEC,20.0,102.7,105.2,68.6,-0.003,99.4,107.3,0.75,2005
267,1,16,Gonzaga,,,,,,No Upset,Fairleigh Dickinson,NEC,21.0,106.5,110.7,66.8,0.04,99.5,107.7,-1.86,2019
268,1,5,Creighton,,,,,,Upset,Florida,SEC,22.0,115.1,90.4,69.6,-0.073,108.1,99.0,-0.56,2002
269,2,2,Sam Houston State,Michigan State,,,,,Upset,Florida,SEC,25.0,116.5,94.4,65.0,0.008,105.9,97.6,-0.9,2003
270,1,5,Manhattan,,,,,,Upset,Florida,SEC,20.0,116.9,98.6,65.9,-0.023,107.9,98.3,0.08,2004
271,2,4,Ohio,Villanova,,,,,Upset,Florida,SEC,24.0,116.4,92.5,65.2,-0.027,106.6,99.5,-4.3,2005
272,7,3,South Alabama,Milwaukee,Georgetown,Villanova,George Mason,UCLA,No Upset,Florida,SEC,33.0,117.9,89.7,66.9,-0.011,107.7,99.3,-8.46,2006
273,7,1,Jackson State,Purdue,Butler,Oregon,UCLA,Ohio State,No Upset,Florida,SEC,35.0,122.8,92.0,65.8,0.028,109.1,100.3,-6.87,2007
274,1,10,BYU,,,,,,No Upset,Florida,SEC,21.0,113.0,97.8,63.9,-0.061,106.6,98.8,-1.96,2010
275,4,2,UC Santa Barbara,UCLA,BYU,Butler,,,Upset,Florida,SEC,29.0,115.8,95.2,62.5,0.038,106.8,99.1,1.55,2011
276,4,7,Virginia,Norfolk State,Marquette,Louisville,,,No Upset,Florida,SEC,26.0,120.4,98.0,64.2,-0.043,105.4,98.2,-1.67,2012
277,4,3,Northwestern State,Minnesota,Florida Gulf Coast,Michigan,,,Upset,Florida,SEC,29.0,117.2,86.0,61.9,-0.089,105.6,98.6,4.09,2013
278,5,1,Albany (NY),Pittsburgh,UCLA,Dayton,Connecticut,,Upset,Florida,SEC,36.0,116.5,88.0,61.3,0.053,109.4,100.4,2.39,2014
279,4,4,East Tennessee State,Virginia,Wisconsin,South Carolina,,,Upset,Florida,SEC,27.0,116.9,89.5,69.0,-0.041,110.3,97.8,8.19,2017
280,2,6,St. Bonaventure,Texas Tech,,,,,No Upset,Florida,SEC,21.0,114.5,95.5,67.1,-0.059,110.2,99.5,4.57,2018
281,2,10,Nevada,Michigan,,,,,No Upset,Florida,SEC,20.0,110.5,92.2,62.9,-0.063,110.7,98.7,5.12,2019
282,2,7,Virginia Tech,Oral Roberts,,,,,Upset,Florida,SEC,15.0,111.0,94.1,68.3,-0.004,109.9,95.2,8.88,2021
283,1,16,Kentucky,,,,,,No Upset,Florida A&M,MEAC,15.0,98.9,108.3,70.9,0.005,96.9,106.7,1.67,2004
284,1,15,Alabama,,,,,,No Upset,Florida Atlantic,ASun,18.0,99.6,102.1,70.2,0.06,101.9,106.9,-4.52,2002
285,3,15,Georgetown,San Diego State,Florida,,,,No Upset,Florida Gulf Coast,ASun,26.0,104.9,98.6,67.9,0.039,101.3,104.1,4.57,2013
286,1,16,North Carolina,,,,,,No Upset,Florida Gulf Coast,ASun,21.0,103.6,103.7,67.0,-0.038,104.1,110.0,-1.87,2016
287,1,14,Florida State,,,,,,No Upset,Florida Gulf Coast,ASun,26.0,109.4,104.4,65.9,0.037,103.7,108.5,2.14,2017
288,1,5,Wisconsin,,,,,,Upset,Florida St.,ACC,25.0,105.9,90.1,65.9,0.066,109.2,99.2,0.6,2009
289,1,9,Gonzaga,,,,,,No Upset,Florida St.,ACC,22.0,105.0,87.0,65.3,0.009,107.3,98.3,-2.88,2010
290,3,10,Texas A&M,Notre Dame,VCU,,,,Upset,Florida St.,ACC,23.0,104.5,87.7,66.7,-0.017,107.1,100.1,-1.82,2011
291,2,3,St. Bonaventure,Cincinnati,,,,,Upset,Florida St.,ACC,25.0,107.6,90.4,66.6,0.034,106.9,99.4,0.82,2012
292,2,3,Florida Gulf Coast,Xavier,,,,,Upset,Florida St.,ACC,26.0,115.5,95.5,71.3,0.039,110.6,101.8,-3.95,2017
293,4,9,Missouri,Xavier,Gonzaga,Michigan,,,No Upset,Florida St.,ACC,23.0,114.3,96.5,71.2,-0.029,109.6,100.3,-6.91,2018
294,3,4,Vermont,Murray State,Gonzaga,,,,No Upset,Florida St.,ACC,29.0,112.8,90.4,68.6,0.046,109.8,99.3,0.93,2019
295,3,4,UNC Greensboro,Colorado,Michigan,,,,No Upset,Florida St.,ACC,18.0,114.9,92.8,69.9,0.002,109.5,96.0,4.42,2021
296,1,14,Utah,,,,,,No Upset,Fresno St.,MWC,25.0,107.4,100.8,69.0,0.085,105.3,103.7,-2.89,2016
297,1,16,Virginia,,,,,,No Upset,Gardner Webb,BSth,23.0,107.8,107.8,67.4,0.07,103.2,106.8,-4.07,2019
298,5,11,Michigan State,North Carolina,Wichita State,Connecticut,Florida,,No Upset,George Mason,CAA,27.0,109.7,91.5,62.6,0.017,105.3,101.2,2.16,2006
299,1,12,Notre Dame,,,,,,No Upset,George Mason,CAA,23.0,110.7,101.0,61.6,-0.01,102.6,103.2,2.28,2008
300,2,8,Villanova,Ohio State,,,,,No Upset,George Mason,CAA,27.0,114.1,95.8,64.5,0.028,105.0,103.0,0.66,2011
301,1,12,Georgia Tech,,,,,,No Upset,George Washington,A10,22.0,109.9,95.5,70.8,-0.013,103.6,103.1,0.84,2005
302,2,8,UNC Wilmington,Duke,,,,,No Upset,George Washington,A10,27.0,110.3,95.6,71.2,0.106,101.1,102.4,-15.01,2006
303,1,11,Vanderbilt,,,,,,No Upset,George Washington,A10,23.0,105.0,97.7,66.9,0.089,104.7,105.3,-5.16,2007
304,1,9,Memphis,,,,,,No Upset,George Washington,A10,24.0,110.8,97.0,65.3,0.056,107.3,101.7,-0.08,2014
305,3,7,Northern Iowa,Ohio State,Florida,,,,No Upset,Georgetown,BE,23.0,116.5,95.2,57.8,-0.026,108.1,98.5,-1.83,2006
306,5,2,Belmont,Boston College,Vanderbilt,North Carolina,Ohio State,,No Upset,Georgetown,BE,30.0,122.0,93.5,59.4,0.006,109.7,99.3,-1.02,2007
307,2,2,UMBC,Davidson,,,,,Upset,Georgetown,BE,28.0,115.2,89.7,60.5,0.029,108.2,99.8,-2.72,2008
308,1,3,Ohio,,,,,,Upset,Georgetown,BE,23.0,116.8,94.2,65.8,-0.035,109.0,97.4,3.35,2010
309,1,6,VCU,,,,,,Upset,Georgetown,BE,21.0,114.2,96.6,63.4,0.048,110.2,97.7,5.8,2011
310,2,3,Belmont,NC State,,,,,Upset,Georgetown,BE,24.0,111.2,90.1,62.1,-0.014,107.3,99.0,-1.04,2012
311,1,2,Florida Gulf Coast,,,,,,Upset,Georgetown,BE,25.0,107.6,86.4,61.2,0.038,106.3,98.9,-6.15,2013
312,2,4,Eastern Washington,Utah,,,,,Upset,Georgetown,BE,22.0,114.3,95.1,64.0,-0.0,110.5,100.3,3.24,2015
313,1,12,Colorado,,,,,,No Upset,Georgetown,BE,13.0,107.9,95.0,69.7,0.008,110.6,95.6,4.64,2021
314,2,3,Murray State,Southern Illinois,,,,,Upset,Georgia,SEC,22.0,116.7,98.3,69.2,-0.021,108.1,98.2,3.3,2002
315,1,14,Xavier,,,,,,No Upset,Georgia,SEC,17.0,104.3,96.2,64.7,-0.032,108.5,101.0,-4.1,2008
316,1,10,Washington,,,,,,No Upset,Georgia,SEC,21.0,108.2,95.9,63.5,-0.003,106.2,100.4,-0.69,2011
317,1,10,Michigan State,,,,,,No Upset,Georgia,SEC,21.0,109.6,94.5,64.1,0.001,108.6,99.9,1.41,2015
318,2,14,Baylor,Xavier,,,,,No Upset,Georgia St.,SB,25.0,111.6,101.3,62.4,-0.003,102.4,103.9,3.63,2015
319,1,15,Cincinnati,,,,,,No Upset,Georgia St.,SB,24.0,108.8,101.9,66.8,-0.015,103.4,105.9,-3.22,2018
320,1,14,Houston,,,,,,No Upset,Georgia St.,SB,24.0,107.7,102.8,70.0,0.143,105.2,104.1,3.5,2019
321,1,16,Gonzaga,,,,,,No Upset,Georgia St.,SB,18.0,101.5,99.9,67.3,0.062,101.2,102.1,2.05,2022
322,6,3,Northern Iowa,Boston College,Nevada,Kansas,Oklahoma State,Connecticut,No Upset,Georgia Tech,ACC,28.0,113.5,88.8,69.1,0.008,110.8,97.1,0.97,2004
323,2,5,George Washington,Louisville,,,,,No Upset,Georgia Tech,ACC,20.0,109.2,90.0,68.6,-0.038,108.9,98.0,-4.87,2005
324,1,10,UNLV,,,,,,No Upset,Georgia Tech,ACC,20.0,116.9,97.3,67.2,-0.067,109.5,99.9,-3.11,2007
325,2,10,Oklahoma State,Ohio State,,,,,No Upset,Georgia Tech,ACC,23.0,109.2,91.0,68.2,-0.034,107.4,96.4,-2.46,2010
326,1,9,Loyola (IL),,,,,,No Upset,Georgia Tech,ACC,17.0,113.7,96.2,67.3,-0.005,108.7,96.0,-0.96,2021
327,1,6,Wyoming,,,,,,Upset,Gonzaga,WCC,28.0,115.6,97.1,68.5,0.049,103.7,102.6,4.04,2002
328,2,9,Cincinnati,Arizona,,,,,No Upset,Gonzaga,WCC,24.0,113.2,97.7,66.9,-0.021,104.0,100.1,5.83,2003
329,2,2,Valparaiso,Nevada,,,,,Upset,Gonzaga,WCC,28.0,120.8,95.5,66.6,0.013,105.5,102.2,7.0,2004
330,2,3,Winthrop,Texas Tech,,,,,Upset,Gonzaga,WCC,26.0,119.3,101.4,67.1,0.012,104.0,100.5,2.18,2005
331,3,3,Xavier,Indiana,UCLA,,,,No Upset,Gonzaga,WCC,29.0,119.1,103.5,66.3,0.036,104.4,100.0,7.98,2006
332,1,10,Indiana,,,,,,No Upset,Gonzaga,WCC,23.0,115.3,100.0,67.1,-0.032,106.7,102.5,9.52,2007
333,1,7,Davidson,,,,,,Upset,Gonzaga,WCC,25.0,114.5,95.5,65.9,-0.029,104.0,101.5,7.71,2008
334,3,4,Akron,Western Kentucky,North Carolina,,,,No Upset,Gonzaga,WCC,28.0,117.5,93.0,67.1,0.003,105.1,100.5,10.61,2009
335,2,8,Florida State,Syracuse,,,,,No Upset,Gonzaga,WCC,27.0,112.3,96.1,67.5,0.079,105.5,102.1,4.43,2010
336,2,11,St. John's (NY),BYU,,,,,No Upset,Gonzaga,WCC,25.0,112.1,95.6,66.1,-0.007,106.4,102.6,4.5,2011
337,2,7,West Virginia,Ohio State,,,,,No Upset,Gonzaga,WCC,26.0,113.1,94.7,64.8,-0.018,104.9,102.8,1.05,2012
338,2,1,Southern,Wichita State,,,,,Upset,Gonzaga,WCC,32.0,120.5,92.7,63.3,0.026,105.4,101.0,5.03,2013
339,2,8,Oklahoma State,Arizona,,,,,No Upset,Gonzaga,WCC,29.0,114.0,93.8,65.0,0.016,109.0,103.9,2.2,2014
340,4,2,North Dakota State,Iowa,UCLA,Duke,,,No Upset,Gonzaga,WCC,35.0,121.7,93.9,64.7,0.018,107.3,102.9,3.0,2015
341,3,11,Seton Hall,Utah,Syracuse,,,,No Upset,Gonzaga,WCC,28.0,116.3,95.5,67.3,-0.038,107.3,103.8,6.12,2016
342,6,1,South Dakota State,Northwestern,West Virginia,Xavier,South Carolina,North Carolina,No Upset,Gonzaga,WCC,37.0,118.4,86.3,70.1,0.02,106.2,103.3,1.01,2017
343,3,4,UNC Greensboro,Ohio State,Florida State,,,,Upset,Gonzaga,WCC,32.0,118.1,95.1,69.4,0.009,106.4,104.8,3.12,2018
344,4,1,Fairleigh Dickinson,Baylor,Florida State,Texas Tech,,,Upset,Gonzaga,WCC,33.0,124.5,91.6,70.2,-0.001,106.9,102.5,1.87,2019
345,6,1,Norfolk State,Oklahoma,Creighton,USC,UCLA,Baylor,No Upset,Gonzaga,WCC,31.0,126.4,89.9,73.8,0.022,108.1,96.8,6.21,2021
346,3,1,Georgia State,Memphis,Arkansas,,,,Upset,Gonzaga,WCC,28.0,120.7,89.7,72.5,-0.039,104.6,100.3,-2.88,2022
347,1,15,Iowa,,,,,,No Upset,Grand Canyon,WAC,17.0,105.4,97.1,64.9,-0.061,102.0,103.5,2.54,2021
348,1,14,Texas A&M,,,,,,No Upset,Green Bay,Horz,23.0,108.3,104.6,76.2,0.057,104.4,104.3,1.92,2016
349,1,15,Connecticut,,,,,,No Upset,Hampton,MEAC,25.0,109.9,105.9,69.1,0.013,98.3,107.0,0.87,2002
350,1,16,Duke,,,,,,No Upset,Hampton,MEAC,24.0,94.4,98.7,66.1,0.108,97.4,108.1,-4.84,2011
351,1,16,Kentucky,,,,,,No Upset,Hampton,MEAC,17.0,96.6,104.0,69.2,0.031,99.5,106.9,-0.55,2015
352,1,16,Virginia,,,,,,No Upset,Hampton,MEAC,21.0,99.8,107.2,71.2,0.157,98.9,108.7,1.91,2016
353,1,16,Baylor,,,,,,No Upset,Hartford,AE,15.0,97.0,100.0,66.9,0.081,99.2,104.3,-0.17,2021
354,1,12,Vanderbilt,,,,,,No Upset,Harvard,Ivy,26.0,108.8,94.4,60.7,0.027,101.4,102.2,0.65,2012
355,2,14,New Mexico,Arizona,,,,,No Upset,Harvard,Ivy,20.0,108.1,101.1,63.3,0.037,102.8,102.2,5.07,2013
356,2,12,Cincinnati,Michigan State,,,,,No Upset,Harvard,Ivy,27.0,112.9,95.3,64.1,0.02,104.5,104.3,0.98,2014
357,1,13,North Carolina,,,,,,No Upset,Harvard,Ivy,22.0,104.8,95.6,61.1,0.091,104.3,104.5,0.36,2015
358,1,10,Xavier,,,,,,No Upset,Hawaii,WAC,26.0,110.3,97.2,65.6,0.007,102.8,103.5,-9.7,2002
359,2,13,California,Maryland,,,,,No Upset,Hawaii,BW,28.0,108.2,96.1,70.6,0.013,102.5,104.9,-8.92,2016
360,1,16,Kansas,,,,,,No Upset,Holy Cross,Pat,18.0,98.1,98.4,62.2,-0.048,99.5,105.9,-3.38,2002
361,1,14,Marquette,,,,,,No Upset,Holy Cross,Pat,25.0,105.5,95.1,65.1,0.065,99.0,104.5,-0.64,2003
362,1,13,Southern Illinois,,,,,,No Upset,Holy Cross,Pat,25.0,103.0,95.6,62.5,0.025,101.5,105.2,0.98,2007
363,1,16,Oregon,,,,,,No Upset,Holy Cross,Pat,15.0,97.1,108.5,63.6,0.065,101.9,108.0,-6.27,2016
364,1,13,Maryland,,,,,,No Upset,Houston,CUSA,19.0,112.0,103.2,71.1,-0.083,105.0,101.2,0.68,2010
365,2,6,San Diego State,Michigan,,,,,No Upset,Houston,Amer,27.0,114.6,94.4,68.4,-0.015,106.6,102.7,-3.08,2018
366,3,3,Georgia State,Ohio State,Kentucky,,,,No Upset,Houston,Amer,33.0,115.3,91.2,66.1,0.039,105.7,101.3,-4.16,2019
367,5,2,Cleveland State,Rutgers,Syracuse,Oregon State,Baylor,,No Upset,Houston,Amer,28.0,118.3,89.6,64.4,0.018,105.7,96.5,2.11,2021
368,4,5,UAB,Illinois,Arizona,Villanova,,,No Upset,Houston,Amer,32.0,116.8,89.1,63.6,-0.012,105.5,99.6,0.18,2022
369,1,16,Kentucky,,,,,,No Upset,IUPUI,MCon,19.0,102.9,102.5,67.0,0.071,102.6,104.8,2.79,2003
370,3,4,San Diego State,Creighton,Kansas,,,,No Upset,Illinois,B10,26.0,115.7,92.5,68.5,0.016,109.7,99.1,6.78,2002
371,2,4,Western Kentucky,Notre Dame,,,,,Upset,Illinois,B10,25.0,113.2,88.7,67.8,-0.029,105.8,98.5,-4.18,2003
372,3,5,Murray State,Cincinnati,Duke,,,,No Upset,Illinois,B10,26.0,117.8,95.7,63.5,0.055,107.7,99.5,2.52,2004
373,6,1,Fairleigh Dickinson,Nevada,Milwaukee,Arizona,Louisville,North Carolina,No Upset,Illinois,B10,37.0,122.3,89.6,64.1,-0.007,107.3,99.1,0.31,2005
374,2,4,Air Force,Washington,,,,,Upset,Illinois,B10,26.0,114.5,91.3,62.1,-0.019,106.4,99.6,-4.52,2006
375,1,12,Virginia Tech,,,,,,No Upset,Illinois,B10,23.0,107.3,89.8,62.0,-0.017,108.4,100.4,-0.2,2007
376,1,5,Western Kentucky,,,,,,Upset,Illinois,B10,24.0,106.8,88.1,62.8,0.001,106.5,98.6,-3.36,2009
377,2,9,UNLV,Kansas,,,,,No Upset,Illinois,B10,20.0,113.3,93.1,64.8,-0.074,110.6,98.3,3.15,2011
378,2,7,Colorado,Miami (FL),,,,,No Upset,Illinois,B10,23.0,110.6,94.8,64.6,0.042,108.1,97.3,-0.8,2013
379,2,1,Drexel,Loyola (IL),,,,,Upset,Illinois,B10,24.0,118.0,88.9,70.5,0.022,112.3,94.1,10.44,2021
380,2,4,Chattanooga,Houston,,,,,Upset,Illinois,B10,23.0,112.0,93.3,67.2,0.033,109.0,98.6,1.39,2022
381,1,15,Oklahoma,,,,,,No Upset,Illinois Chicago,Horz,18.0,108.9,105.0,67.5,0.04,104.1,102.2,0.66,2002
382,1,13,Kansas,,,,,,No Upset,Illinois Chicago,Horz,24.0,107.5,97.1,64.6,0.037,103.6,104.1,-2.97,2004
383,6,5,Utah,UNC Wilmington,Duke,Kent State,Oklahoma,Maryland,No Upset,Indiana,B10,25.0,114.0,89.2,65.6,-0.049,110.8,96.7,13.53,2002
384,2,7,Alabama,Pittsburgh,,,,,No Upset,Indiana,B10,21.0,113.4,98.9,63.7,0.05,107.2,96.8,9.29,2003
385,2,6,San Diego State,Gonzaga,,,,,No Upset,Indiana,B10,19.0,110.0,94.4,66.5,-0.012,108.8,99.0,2.17,2006
386,2,7,Gonzaga,UCLA,,,,,No Upset,Indiana,B10,21.0,115.4,93.8,64.9,-0.058,108.5,98.5,1.51,2007
387,1,8,Arkansas,,,,,,Upset,Indiana,B10,25.0,114.6,96.1,66.2,0.037,106.6,100.3,-2.3,2008
388,3,4,New Mexico State,VCU,Kentucky,,,,No Upset,Indiana,B10,27.0,120.2,97.6,66.7,0.007,107.4,99.0,-4.96,2012
389,3,1,James Madison,Temple,Syracuse,,,,Upset,Indiana,B10,29.0,120.8,91.5,66.0,-0.021,106.7,97.8,-5.16,2013
390,1,10,Wichita State,,,,,,No Upset,Indiana,B10,20.0,119.8,106.0,66.6,-0.044,107.8,100.9,-5.96,2015
